name,englishname,nickname,nation,race,zodiac_tyep,blood_type,height,weight,birthsite,birthday,occupation,school,company,main_works,main_achieve,judge
任茜,RenQian,,中国,汉族,,,162cm,,四川都江堰,2001年01月01日,,,,,,任茜动作很漂亮，姿态，入水效果，身材都非常漂亮，动作规格很高。（中国跳水队领队周继红评） 任茜是个有高天赋的运动员。这种天赋，体现在她先天的身体条件和对跳水动作的领悟能力，更体现在她的精神品格方面。她身上有一种跟年龄不相称的成熟。非常有头脑，知道自己要什么，并会为之付出努力。（任茜教练徐翔评）
媛凤,,凤姐,中华人民共和国,汉族,,,,,,,演员 主持人,,,"麻辣冤家
山城棒棒军2
挪个地方要得不
幸福耙耳朵",,媛凤五彩斑斓的打扮可谓之麻，其快人快语的性格可谓之辣，其热心助人的品质可谓之烫，无论主持还是表演，都给广大观众留下深刻的印象，将川妹子的麻辣、善良与洒脱表现得淋漓尽致。（华西都市报评）
郑姝音,,,中国,,,,187cm,74kg,辽宁丹东,1994年05月01日,,沈阳体育学院,,,,身高是郑姝音的最大利器，身高腿长的优势让她更容易击打对手头部拿到高分。郑姝音进步飞快，体能、技术打法等整体水平都在逐步提升和不断成熟，掌握更多的旋转进攻技巧。（新浪体育评） 从第十一届全运会第五名，到青奥会冠军、全运会冠军、世锦赛亚军、世界杯冠军、奥运会冠军，22岁的郑姝音走的每一步都非常扎实。（沈阳晚报评）
高娜,,潇潇,中国,,,,,,四川,,作家 诗人,,,"《前朦胧诗全集》
《朦胧诗全集》
《后朦胧诗全集》","任中国现代诗歌研究院秘书长。
《现代诗歌报》执行主编。
华西文学网特约顾委。",
袁瑶,,,中国,汉族,,,,,,,,,,,《周日我最大》节目嘉宾,
宋海颉,Joshua,,中国,汉族,双子座,O型,180cm,65kg,,,演员 模特,北京舞蹈学院,,"校花攻略
三生三世十里桃花
泡沫之夏
回到明朝当王爷之杨凌传
大唐魔盗团",,宋海颉 宋海颉笑容清澈、眼神忧郁有着一张得天独厚的精致面孔，受到众多高级品牌的亲睐，不仅外形出众，演技也十分精准独到。他在接到剧本后认真剖析人物性格和人物背后的故事，从生活中寻找人物原型加工并使其放大，做好功课进入剧组并与主创团队多次进行详细的角色探讨，以力争达到人物的丰满，避开常规角色的符号化。（新浪网评） 宋海颉在电视剧《回到明朝当王爷》中他首次挑战大反派毕春，将此人物演绎的淋漓尽致。在拍摄电视剧《三生三世十里桃花》期间，敬业精神得到导演林玉芬认可。在随后几天的拍摄中导演更是在现场表扬其“二师兄有进步”，宋海颉对二师兄长衫这个角色的努力诠释得到导演肯定。宋海颉饰演的昆仑虚二师兄长衫因其暖男般的人物性格和演员本身俊朗的外表受到了各方关注。（腾讯、网易网评） 宋海颉在《大唐魔盗团》中，成熟的演技与独到的角色刻画得到导演的赞赏。台词顿挫有度张弛有力，功底深厚，饰演的安禄山狠而不漏、诈而不猾、笑而生畏，是其在反派角色塑造上的全新突破。（腾讯网评）
杨凯琳,Rosie,,,,金牛座,,168cm,47kg,美国纽约,1992年04月25日,演员 歌手,,,"杉杉来了
搜神记
终极一班2
爱的创可贴
一直微笑",2015年索尼唱片年度新人,
杨和苏,,,中国,汉族,狮子座,,,,四川省成都市,,歌手,美国加州大学洛杉矶分校,,"约会王图艾
终点起点
半厘米","2016年《中国新歌声》周杰伦组三强
全国12强",杨和苏在《中国新歌声》的舞台上表现不俗，他用实力证明了自己绝不低调的实力，他与张馨月用Rap和Vocal混搭出一种别出心裁的试听体验。杨和苏机关枪速度的rap，加上张馨月高亢的嗓音，将歌曲《终点起点》演绎得挑不出瑕疵（腾讯评）。 杨和苏的饶舌，既可以当成人声，又可以当成一个非常厉害的乐器，这是他说唱很厉害的一个特点。杨和苏的唱词其实挺好玩的，他的说唱不仅有内容，而且还融入了生活（汪峰、周杰伦评）。
吴青芷,,,中国,汉族,天秤座,AB,164cm,,重庆市万州区,1992年10月16日,演员,解放军艺术学院,,红楼梦,《红楼梦》,
方家翊,,,中国,汉族,摩羯座,A型,178cm,,重庆,,主持人,,,"爆丸小子
深夜食堂
哪吒降妖记",,方家翊 方家翊，真实自然不做作，喜欢嘻哈、摇滚，喜欢一切浮夸狂野能表达自己的东西。（网易娱乐评） 方家翊，为了塑造好方小圆的角色，仔细揣摩人物内心，认真拍戏，将方小圆从开始的胆小怕事到重拾自信，在观众面前生动的展现，令人动容。而与现今众多年轻人相似的人物经历，也让观众极具共鸣，方家翊自然又自带搞笑元素的演绎方式，让人笑中带泪的度过一段暖心之旅。（腾讯娱乐评）
周韵茹,,,中国,汉族,天蝎,,165cm,45kg,安徽芜湖,,演员,中央戏剧学院,,"你在哪
校花攻略
舌害
少年盾",,周韵茹剧照 从小打篮球的经历令周韵茹比普通的女孩多了一分英气，并造就了她独立的性格，出道以来，周韵茹一步一个脚印，诠释了不少风格迥异的角色。（网易网评） 周韵茹在《校花攻略》中的表演和台词风格贴近观众的日常生活，不同于传统偶像剧的表演方式。（网易网评） 电影《你在哪》中，周韵茹“戏中戏”的无缝转换式演技得到了观众的认可。其贴合人物性格的扮相，给观众留下深刻的印象。（腾讯、网易网评）
周钰博,,,中国,汉族,,,,,,,大陆男演员,天津音乐学院戏剧影视系本科,,,,
吕梓铷,,,中华人民共和国,,,,166cm,53kg,,,,,,《一个人一颗心一个家》,,
刘俐儿,,,中国,,摩羯座,AB,167cm,,,,演员,,,《夜半哭声》《碟仙之毕业照》,,
张路,ZhangLu,,中华人民共和国,汉族,,,,,北京市,1951年01月01日,足球评论员,北京体育学院运动系,,,"国足进军世界杯“十大幕后英雄”
意大利仁惠之星骑士勋章",张路 作为中国足坛资深的足球评论员，被中国亿万球迷，特别是喜欢意大利足球的球迷所熟悉和喜爱。自1991年CCTV-5直播意甲联赛以来，以其深厚的足球理论造诣，公正、激情的评论、普通球迷易于接受的语言，使有小世界杯之称的意甲联赛的直播成了中国球迷每周的节日。经过多年评论解说，逐渐形成了以技战术打法、球队动态结合比赛的解说风格--专业、精辟，并因此产生了一批的忠实听众。
汪晨蕊,CC,晨蕊,中国,汉族,巨蟹座,,,,广东省梅州市兴宁市,1991年07月12日,歌手,星海音乐学院流行音乐系通俗演唱专业,,"携手同行
深海
当年情","2016年《中国新歌声》那英组冠军
全国季军",汪晨蕊演唱歌曲《友情岁月》时，将男人之间的情谊演绎出了另一种滋味，她纯粹的嗓音和完美的唱功将观众带入了万千回忆中，她的爆发力十足，不仅可爱，而且还很MAN（新蓝网评）。汪晨蕊在演唱《友情岁月》时，没有偏离轨道，也没有给人一种惊艳感，但从头到尾却挑不出细节的毛病（腾讯评）。 汪晨蕊 汪晨蕊拥有精湛的唱功和收放自如的真假音转换，她在演唱歌曲《深海》时没有用到太多的乐器，几乎是以一种清唱的形式将这首歌表现得淋漓尽致。她的声音具有超强的穿透力，演唱时真假音切换自如，到了高音部分又不失水准（凤凰网评）。
张煦超,,小宋祖英,中国,汉族,,,,,山东省临沂市临沭县郑山镇,,学生,临沭县第一实验小学（在读）,,"翻唱作品《映山红》
《大地飞歌》
《好运来》",,"《映山红》在张煦超的演绎下悠扬动听，周立波当即送上“天籁”美誉：“原来你上台时候那么自信,是有资本的。” 巧妙应对周立波老师的疑问，周立波老师感叹，“好，一个孩子挑战三个大人,非常好!”"
赵冉,,,中国,,狮子座,,,,江苏省南京市,1983年07月24日,演员,中央戏剧学院表演系2002级本科班,,"恰同学少年
你是我的生命
天那边
命运的承诺》",,《二十五个孩子一个爹》里一身红衣、带着天使般微笑的女大学生林琼；《命运的承诺》里天真烂漫、漂亮可爱的高中生王雨珊；《恰同学少年》里敢爱敢恨、率直天真的革命者向警予；《天那边》里意志顽强、纯洁坚定的支教大学生许萌萌……这些熟悉的形象在脑海里交互闪现，然后叠加成一张漂亮清纯的脸：纯净的眼睛、精致的鼻子、俏皮的微笑……
郭柏鹭,,鹭鹭,中华人民共和国,汉,,B型,161cm,48kg,辽宁省大连市沙河口区,1997年09月25日,演员 学生,,,《心火》《决不妥协》《万卷楼》《你是我的生命》《正义联盟》,,
包师语,Suyi,,中国,汉,,,,,吉林长春,,歌手,,,安和桥,2016年《中国新歌声》学员,来自吉林长春的包师语刚刚准备迈入大学，却已经养成了熬夜的坏习惯。当那姐充满爱心地提醒她熬夜对身体不好，不能去杰伦的队，因为他“一宿一宿地不睡觉、打游戏”，不曾想一下子戳到学员的兴奋点：“我一直想和杰伦老师打游戏！”杰伦抓住机会“威胁”道：“你去她那里我就不和你打游戏了！”一番争抢过后，包师语开心地加入了周杰伦的战队。
风田,Win,,日本,,,,,,,1992年02月12日,歌手 演员,,,"《终极一班4》
《终极一班5》",,
张国伟,,潇洒哥,中国,汉族,,,200cm,77kg,山东烟台,1991年06月04日,,,,,,张国伟身高2米，重心高、腿长、助跑速度快，但是过杆动作还不完美，身体不够结实。（中国田径名宿邹振先评）在获得2.38米的接近国内男子跳高最佳纪录后，张国伟无疑已经成为中国男子跳高的领军人物。（光明网评）张国伟的身材和技术动作颇象当年的跳高名宿朱建华，有希望在刘翔退役后上升成一颗明星。（新华网评）
万妮达,Vinida,,中国,汉族,巨蟹座,,,,福建省福州市,1994年06月26日,歌手,,,"Queendom
给我一个吻
牛仔很忙
DirtyMind","2016年《中国新歌声》全国总决赛第13名
2016年《中国新歌声》最佳人气学院奖",万妮达写真 万妮达具有特立独行的音乐态度，穿着高跟鞋唱RAP的她，让许多人重新对RAP有了不一样的概念（《钱江晚报》评）。 万妮达有着国际化的外表和极具辨识度的唱腔，而让人过目不忘的则是她那极具特色的外形。万妮达拥有热辣的身材，她纤细的腰围与性感的翘臀成反比，她也因此被称作为“中国卡戴珊”（新浪评）。 万妮达在《中国新歌声》的舞台上，将《牛仔很忙》和《给我一个吻》这两首歌改编成为了HipHop曲风，而且运用了EDM与HipHop交融后的编曲技巧，再加上她辨识度极高的嗓音和扎实的说唱基本功，将原作和新编的融合做到了一体化的程度，这一点甚至要比原创一首作品更难。除此之外，万妮达还将传统的嘻哈音乐与旋律性更强的R&amp B、布鲁斯等风格进行了有机的融合，使她的音乐更加悦耳，即保持了嘻哈音乐本身对个性的张扬，又多了一份女性化的柔情婉转。万妮达的地下说唱经历让她真正掌握了说唱歌曲创作和表演的技巧，更在她的体内留下来纯正的HipHop血统（腾讯评）。 万妮达 万妮达看似瘦小，但她却拥有属于她独特的魅力。万妮达有着良好的舞台表现力和现场爆发力。万妮达身着金色镭射套装，造型时尚乖张又不失青春活力，而上扬的黑色眼线则给万妮达带来了极强的魅惑力，一说一笑尽显勾人心魄之美（网易评）。
陈艾森,,,中国,汉族,,,168cm,,广东省广州市,1995年10月22日,,暨南大学,,,,陈艾森出道早，天赋秉异，技术出色，进入国家队后进步很快。（腾讯网评） 陈艾森属于协调性好、空中感觉好的选手，同时也是比赛型选手。平时训练不会给观众太多惊喜，但到了赛场上，他就能有超水平的发挥。（金羊网评） 陈艾森是一名优秀的跳台选手。他是为数不多能掌握409C的选手，而且完成得出色。相对大多数能完成高难度动作的选手都依靠力量支撑，陈艾森更多是依靠协调性、水感和空中感觉。陈艾森的动作更具美感，给人的感觉是轻松舒展的。（金羊网评）
韩子婧,,子婧,中国,,,,164cm,43kg,上海市,1984年09月28日,演员,上海戏剧学院,,梦工厂﹑观世音传奇之观音妙缘,,
龙清泉,,,中国,苗族,,,156cm,56kg,湖南,1990年12月03日,,湖南大学,,,,龙清泉 第一次参加奥运会就能有如此稳定的发挥，真是个天才。（举重元老薛德明） 这是一个新时代的开始，他成为继穆特鲁后最亮的明星。（国际举重联合会主席阿让） 是第一个在没有国际比赛经验的情况下拿到奥运会金牌的大力士。（国际举联的新闻发言人道博） 他天赋过人，悟性极高，抓举和挺举均衡，技术和力量融合完美。（腾讯体育）
余亚,,,中国,,,,,,上海市,,二级演员,,,"《原谅我的心》《滑稽鬼》
《红军留下的儿子》等",《滑稽鬼》等,
鲁轲轲,,鲁逸尘,中国,汉,巨蟹,A,182cm,75kg,河南省平顶山市,1989年07月04日,演员 制片人,,,"《家国恩仇记》
《傻儿传奇2》
《鲛珠传》
《三少爷的剑》等",2016年入股创建《上海恒恩影视文化传媒有限公司》,
王沛然,,,中国,,双子座,,170cm,,,1996年05月21日,演员,北京电影学院,,大话西游之爱你一万年,北京电影学院校园歌手大赛总冠军,王沛然《大话西游之爱你一万年》剧照 甜美的酒窝、清澈的歌声，加上清纯的气质，让神似演员许晴的王沛然也获得了“小许晴”的称号。拥有姣好的面容、好嗓子、好运气，这让王沛然成为别人眼中的“幸运儿”，但事实上，除了神似“许晴”的外貌之外，她所拥有的“好运气”无一不来自艰苦的努力和认真的态度。（荆楚网评） 生活中的王沛然却有着高于同龄人的沉稳和冷静，拍摄的休息间隙也很少玩闹，喜静的她经常会坐在一旁安静的喝茶看书，颇有一种古代大家闺秀的美感。（腾讯娱乐评）
房旭世,,,,,,,166cm,66kg,陕西渭南,,演员,,,,,演员房旭世继扮演电影《盗墓笔记》中驴蛋蛋一角后再次演绎喜剧小人物，凭借独特讨喜的外形，扎实精湛的演技，认真敬业的态度，房旭世用了12年时间来学习，坚持，努力，用实力反驳了那些对他说“不行”的人。
黄俊杰,,,中国,汉族,,,,,上海,,,北京体育大学,,,,
陈佳,Teresa,佳佳,中华人民共和国,汉族,天蝎,AB,164cm,,北京,,签约歌手,德国汉堡大学,,专辑《樱花之旅》,因酷似邓丽君的声线而被邓三哥选中作为传唱者。,
刘思希,LisaLauSeeHei,刘雅仪,中国,汉,处女座,,172cm,116kg,澳门,1985年09月22日,,,,,,
杨美娜,Yangmeina,,中国,朝鲜族,狮子座,,166cm,,吉林省延吉市,1989年07月27日,歌手,,,,2016年《中国新歌声》学员,杨美娜演出照片 那英直呼：“在冲下来一刹那，我产生幻觉了，你就是中国的蕾哈娜！”汪峰则在她开唱10秒后就冲了下来，用行动给予学员认可。
林志儒,,,中国,汉族,,,,,台湾新竹县,1948年01月01日,演员 导演,,,"《牵纸鹞的手》
《不能没有你》",《淡水最后的列车》,
张捷,,,中国,汉,,,,,,,,中国科学技术大学,,,,
陈华鑫,,,中国,,,,,,,1973年01月01日,教授,西安公路交通大学,,,,
周甜甜,,,中国,汉族,双子座,,168cm,43kg,湖北武汉,1990年06月05日,演员,北京舞蹈学院,,"《青春时光》
《酸甜苦辣小夫妻》
《做茧2破茧》",,
张怡畅,,,中国,,,,,,,,演员,四川传媒学院,,愉此一生梁山伯与祝英台,,
刘克勉,,克勉,中国,汉族,,,,,,,演员,,,《怀玉公主》《珍珠彩衣》《幸福的抉择》,,
王艺龙,,,,,,,,,,,中国内地男歌手 演员,,,《ZOOM》,,
采采,,,,,,,,,,,,,,,,
张薇薇,,Vivibear,瑞典,汉,射手座,,,,杭州,,网络作家,浙江传媒学院文艺编导系,,《兰陵缭乱》《苏丹的禁宫》《血族新娘》《第101次逃婚》,,
高原,,,,,,,,,,,,,,,,
张星,,,中国,汉,,,,,河北,,科研人员,UmassAmherst,,,,
宋斌伟,,,中国,,,,,,,,演员,,,电影《西游记之西梁女国》,,
陈建和,,,,汉,,,,,江苏,,,,,,,
马梦乔,mona,小侨 侨侨 樱桃 马樱侨,中华人民共和国,汉族,摩羯座,O型血,165cm,43kg,四川省成都市,1991年01月07日,演员 模特,中央戏剧学院,,"神雕侠侣
铁血武工队
前任2：备胎反击战",百合奖优秀影片一等奖,马梦乔外型出众，但生活中很随和不做作，工作中努力刻苦，总是保持一份谦卑的心态，和她在一起工作很舒服。（搜狐网） 马梦乔将自己摆在了学生的位置去向其他演员求教，即使她已经有了优等生的潜质，当一个演员外型出众又年轻、有人气又保持一份谦卑的心态，那她塑造的让观众耳目一新的形象将会不断涌现。只有观众看过作品忘不了的演员才是不会老的，只有将自己的理解倾注于角色之中的演员才是最脱俗的，这也正是此时和将来的马梦乔。（中原资讯频道） 马梦乔长相清丽脱俗，五官辨识度高，表演风格细腻自然，眼神时而灵动、时而狠辣，身姿窈窕娇俏可爱，在《神雕侠侣》中出色的演绎满足了观众对耶律燕的所有想象。蒙古女子的豪爽大气与马梦乔自身的清新可爱完美结合，展现出独一无二的气质，原本那个时常躲在哥哥身后的小妹妹形象也随之变得清晰鲜明，呼之欲出。（新华网评）
胡文,,,,,,,,,安徽合肥,1952年01月01日,画家,,,《黄山云烟》,,
郭杨,,,中国,汉族,,,,,,1963年11月01日,,四川省委党校,,,,
高小雨,,,中国,,,,,,,,歌手,,,,,
李引,ElvisLee,,,,,,181cm,68kg,,1990年01月21日,学生 平面模特,,,,,
李季,,,中国,汉族,,,,,吉林辽源,1961年11月01日,,东北师范大学,,,,
卢庚戌,lougengsed,小卢 LUKE 卢LU 卢,中国,汉,射手座,AB型,,,营口市,1970年12月21日,导演 乐队主唱 作词 作曲,清华大学建筑系,,"《怒放之青春再见》
《蝴蝶花》
《一生有你》
《在他乡》",全球华语歌曲排行榜最受欢迎组合,卢庚戌最适合做一个纯粹的音乐才子。在他的脑子里，似乎有着永远也唱不尽的歌、弹不完的旋律。他随便往那里一站，就是一个地地道道的摇滚歌手。（腾讯网评）
姚宜艾,,,中国,汉族,巨蟹座,,167cm,,辽宁省,,演员,辽宁大学06届影视表演专业,,"幸福额度
民兵葛二蛋
美丽人生",,综艺节目 姚宜艾有淡雅知性气质和清丽脱俗的外貌，因此在早期的角色形象以清纯知性为主，像《幸福额度》中那个青春靓丽、个性时尚的小妈，但是在《民兵葛二蛋》中挑战妩媚出位的风尘女，将风尘泼辣、爆发力十足的角色诠释的恰到好处（腾讯娱乐评）。
韩梓轩,star,潇洒哥,中国,,,,,,大连,2003年06月03日,,,,笑过2012﹑仙女湖之墨仙﹑宫锁珠帘,,
刘姿伶,,,,,巨蟹座,AB型,,48kg,,,,,,,,
曾甄,,,中国,,,,,,,1962年11月01日,教授,河海大学,,,浙江省经济与贸易学院副院长,
刘佳媛,LiuJiayuan,,中国,汉族,双子座,,164cm,,,1983年06月13日,演员,,,《欢喜婆婆俏媳妇》《陆贞传奇》《被遗弃的秘密》《宫锁心玉》,,刘佳媛，外形气质百变，或小鸟依人，或热辣性感，或楚楚可人，或中性，或甜美，各种多变造型在她身上都可以完美体现。刘佳媛，外表清新怡人，个性随和，生活中大大咧咧，在荧幕中或古灵精怪，或伶牙俐齿，或阴狠毒辣，或特立独行，总是亦正亦邪的人物形象被她刻画的栩栩如生，让人既爱又恨。（网易娱乐评）。
王君龄,Joyce,,中国,汉族,金牛座,O型,165cm,48kg,黑龙江省哈尔滨市,,演员,北京舞蹈学院附中；中央戏剧学院（表演系）,,我的婚姻谁做主；疯花血月；湄公河大案,,
修革,,,中华人民共和国,汉,,,,,河南,1967年09月26日,演员 功夫 戏曲,河南省艺术学校戏曲表演专业,,《水浒传》《天龙八部》《推拿》《我叫王土地》,,
陈娜,,,中国,汉族,天蝎座,,166cm,48kg,,1975年10月26日,演员,北京电影学院,,《好爹好娘》《快乐星球》《护花奇缘》等,,
苑乔,,,中华人民共和国,汉族,双鱼座,,165cm,46kg,辽宁省本溪市,1994年03月18日,演员,中国传媒大学,,"神兽麻将馆
南口1937
我的同桌是极品
这个昏君我罩的",,苑乔 现实生活中的本人是一位大大咧咧、风趣幽默的姑娘。在电影《我的同桌是极品》中凭借其天真烂漫的笑容和活灵活现的演技获得观众的一致认可。而在电影《少女孟婆》中所扮演的孟婆茯苓一改大家印象中佝偻妇人形象变身妙龄少女，外表高冷，内心缺是善解人意且柔弱的软妹子，造型仙气十足，也体现出多元的表演风格。（中原网、腾讯娱乐评） 俏皮灵动、不浮夸、内在没有功利心的神韵似年轻时朱茵，俏皮可爱、语言表达能力强的她对各种角色具有可塑性。（腾讯娱乐评） 苑乔 个天性敞开的在电视剧《神兽麻将馆》中别出心裁，演绎出颜值、年龄和传统孟婆反差极大，性格延展成俏皮、可爱，甚至有点市侩，一个多面化的爱财俏皮鬼形象，充满了青春时尚感。（新浪娱乐评）
魏惠文,,,中国,,,,,,香港,,演员,,,,,
朱景芳,,,中国,,,,,,,,演员,,,"白蛇传
三换新郎
特区人
都市梦寻
桑树坪记事",获全国小品大赛一等奖,
蒲昊星,,,中国,,,,,,深圳,1997年06月24日,儿童演员,深圳实验学校初中部,,《美人心计》,童星大赛全国总决赛银奖,
邓细斌,,,中国,汉族,,,,,中国,,,,,,,
乾德门,,包尔吉古德·乾顾腾德门 乾爸 乾顾腾 干德门,中国,,处女座,B型,176cm,76kg,台湾,1943年08月28日,演员,台湾政治大学新闻系,,"圆圆曲
新白娘子传奇
萌学园",,
岑建勋,JohnSham,,中国,,摩羯座,,,,广东,1952年01月01日,演员,香港大学,,"《老港正传》
《春田花花同学会》
《快餐车》
《癫佬正传》",,香港电影辉煌的十年也是岑建勋个人事业发展的顶峰。在事业最高峰的1986年，他一年内曾制作了16部电影。对于一部香港电影从“怀胎十月”到“呱呱坠地”的经过，岑建勋无疑很有发言权。 岑建勋绝对称得上是香港娱乐圈中的“资深人士”，从1978年就涉足电影行业，屈指一算，已有27个年头。他与谢宁一段“美女与野兽”式的婚姻曾经备受关注，虽然两人目前已经离了婚，岑建勋似乎也淡出了人们的视线，但其实，他仍在为电影事业奔走操劳。 岑建勋演戏很多，最擅长的演搞笑的精神病人，如《快餐车》、《癫佬正传》，还有科学怪人等。而他监制策划出品的电影有几部属于质量上乘，比如《省港奇兵》、《秋天的童话》。
张丹三,nocky,碳酸,中国,汉族,金牛座,AB型,162cm,,湖北省武汉市,1997年04月28日,歌手 演员,,,"虫之诗
源动力
逆袭之星途璀璨",,张丹三不仅长得可爱，而且唱歌也很好听（刘章杨评）。张丹三身穿白色连衣裙，梳着两个麻花辫，淡淡的底妆，气质清新，侧面酷似女星郝蕾（东方网评）。 张丹三被称作为“小太子妃”，她不仅五官与张天爱相似，而且她还拥有收放自如的演技、颇为大气的气场，张丹三与张天爱恍如同一条流水线出来的完美复刻版（凤凰娱乐评）。 张丹三与SNH48TeamX队员们在《梅洛斯之路》MV中化身成为英姿飒爽的特战队员，这与她们往日清纯、可爱的形象形成反差萌（网易评）。
孙珍妮,SunZhenNi,珍妮,中国,汉族,金牛座,O型,165cm,,上海市,2000年05月05日,歌手 演员,,,"ColorGirls
ColorfulDays
见习爱神
天意之秦天宝鉴","第23届东方风云榜音乐盛典年度最具突破奖
第23届东方风云榜音乐盛典全民选择组合奖",孙珍妮 拥有纯真甜美的笑容、甜萌的声线、不俗的天赋和过硬的颜值，而且还有一种天然萌。在电视剧《天意之秦天宝鉴》中，身披月白纱衣丝毫不觉违和，反而给“天依”增加了一份迷人魅力，更显楚楚动人、温婉可爱。一直坚持着对音乐、对梦想的追逐与拼搏，同时她的歌舞表演，也充满着青春少女的气息，感染力十足。的声线如柠檬般清新自然，而她活力四射的演绎也会让粉丝瞬间感觉活力满分。（网易娱乐、腾讯娱乐、新浪网评）
陈子聪,,,,,,,,,中国香港,1972年01月01日,演员 歌手,,,"我们这一家
大搜查等",,陈子聪是年轻文化的代表人物，还制作出香港第一段尾波运动的介绍视频“HappyWater”，把这项运动深入到内地。 陈子聪曾是成功的演员和模特，他拍了10多部电影、很多商业广告和MV。 他的职业发展范围非常广泛：为L'UomoVogue拍照片、出演澳洲独立电影“ThelongLunch”、为DBF最新发行的唱片《Unbreakable》写了两首歌词-“Warisyou”和“LockLoadandFlow”。陈子聪喜欢积极运动的生活，他对生活的激情也鼓舞着我们。期待这个重量级人物创造更多新奇迹。
石乃文,,,中国,汉,,,,,台湾,1959年01月01日,演员 主持人 模特儿老师,,,《新白娘子传奇》,,
李欣桐,,,中国,汉族,,,,,河南省漯河市,,演员,重庆大学美视电影学院,,"大南迁
东北往事:黑道风云20年
仙女湖之墨仙",,
朱晓华,,,,汉族,,,,,山东平度,1971年11月01日,七台河市委常委 组织部长,东北林业大学,,,,
鹿昊,,,中国,汉族,,,183cm,,山东省,,,重庆大学美视电影学院,,,,
任妙音,Anna,妙音 妙妙,中国,汉,天秤座,O型,166cm,44kg,辽宁大连,,歌手,中国音乐学院,,"天在下雨我在想你
风筝
想把你挽留
花千骨
又在梦里见到你
今生遇见你",,任妙音身材窈窕，相貌清纯，眼神清澈动人，发如瀑布般飘逸，甜美的音色悦耳动听，甜美歌喉的深情演绎，更加悦耳动听，极具大面积流行潜质。清泉般甘甜的音色。（凤凰网评价） 在乐坛的老师们看来，任妙音是一个极具天赋而勤勉的女生，相比于其他的歌手来说，任妙音天生嗓音甜美，自小就很有音乐天赋。但可贵的是，任妙音并没有将天赋当做是一种资本，反而当做一种向上前行的动力，用坚持不懈的努力对自己精雕细琢，成就更完美的自我。（网易娱乐评价）
何军,HeJun,,中国,汉族,,,,,吉林,,演员,中央戏剧学院,,"说广告
面试","2003年央视春节联欢晚会三等奖
2004年全国相声大赛相声一等奖",何军央视节目照片 何军是一个为了梦想不断拼搏的人，他是一个实力唱将，他也是一名兢兢业业的演员，何军一直低调做人、低调做事，戒骄戒躁。他讲究礼仪、注重生活细节的习惯，秉承着做事先做人的原则。他的表演风格幽默诙谐，令人捧腹大笑，在幽默中将艺术升华。不仅如此他涉猎影视歌多个领域，取得了不错的成绩，稳步前行，演绎百变人生。（新华网、网易、环球网评） 面对演艺事业取得的成绩和社会的认可，何军清醒的认识到艺海无涯学无止境，他依然虚怀若谷、勤于探索，刻苦练习。不管严寒酷暑，何军除了相声表演以外，在主持节目，评委点评，影视表演上都有了自己的特色。（腾讯网评） 
彭渤,Monkey,,中国,汉,狮子座,O型,168cm,45kg,,,演员,北京电影学院,,《全民公主》《北京傲客》《心理罪第二季》《暗影特工局》,,
陈坚红,,,中国,汉,,,173cm,,上海,1974年10月09日,演艺演员 模特,,,《飞天舞》,,
周珊,,,中国,汉族,,,,,浙江省衢州市,,演员,中国人民解放军艺术学院,,,三等功,
杨海峰,,,中国,汉族,,,,,,1968年07月01日,党委副书记,上海师范大学,,,,
李振宇,,,,,,,,,江苏常州,1964年01月01日,同济大学建筑与城规学院院长,,,,,
钟锐,,,中国,汉,,,,,,,实战派管理培训专家,,,,,
杨晓华,,,中国,,,,,,,,高级工艺美术师,景德镇陶瓷学院,,,,
应蔚民,Jiazitaiyingla,,,,,,,,台北,1970年10月24日,歌手 演员,中原大学医学,,,,
邓亚萍,DengYaping,,中国,汉族,,,155cm,,河南省郑州市,1973年02月06日,,清华大学，诺丁汉大学，剑桥大学,,,,邓亚萍写真集 一个自身条件并不好的女孩，能够长久称霸女子乒坛，在邓亚萍身上我看到了奥林匹克精神。（萨马兰奇评） 邓亚萍那种不服输的劲头，代表了运动员的风貌。也完美地诠释了奥林匹克的运动精神。（萨马兰奇评） 她是一个很有魅力的女士，我非常欣赏她的性格，在巴萨罗纳和亚特兰大两届奥运会上我都有幸亲自为她颁奖。（萨马兰奇评） 邓亚萍的人生之路是在诠释奥林匹克精神。正是不认输的性格决定了她的命运。（腾讯评） 最崇拜邓亚萍。我喜欢她永不服输的精神，任何时候都顽强拼搏，我挺佩服她的。（阚文聪评）
边嘉威,Bian jiawei,国际威 剪刀,中国,汉族,白羊座,O型,180cm,65kg,,,演员 歌手,北京电影学院表演系,,"当我成为你
当我遇见你",,边嘉威虽然生涩，但在表演上却有着很强的可塑性，他的感悟力和接受力很快，在拍摄时边嘉威可以很快的明白导演的意思，而他却需要比其它演员承担更多的责任与压力。在生活中，边嘉威独立、善良，因此得到了观众的认可。（网易娱乐评） 边嘉威有着阳光帅气的外表与温暖富有亲和力的性格，而他凭借在影视作品中出色的演技，给观众留下了深刻印象。（腾讯娱乐评） 边嘉威还是一个不折不扣的全能型娱乐小生，在演唱方面有别样天赋的他，在2016年还发布了个人单曲《当我遇见你》，由关喆作曲，作词和演唱均为边嘉威一人。（腾讯娱乐）
刘梓晨,,蛇精男,,,,,,,,,平面模特,,,,,
